dataset;title;value_type;repeatable;disease_history;medical_health_interv;medication;reproductive_history;early_life;life_habits_behaviours;sociodemographic_charact;physical_environment;social_environment;perception_of_health;anthropometric_structures;body_structures;body_functions;laboratory_measures;data_source;individual_participant_measures;target;period;essence;measure
CLSA DiseaseSymptoms;TBI_RSLT_KO20MORE_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_RSLT_NN_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_RSLT_DK_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_RSLT_RF_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_MCR_DCS;text;false;Injury, poisoning and certain other consequences of external causes;Health services utilization;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_MCR_PHA_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes;Health services utilization;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_MCR_ED_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes;Health services utilization;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_MCR_HO_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes;Health services utilization;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_MCR_NN_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes;Health services utilization;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_MCR_DK_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes;Health services utilization;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_MCR_RF_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes;Health services utilization;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_PROB_DCS;text;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_PROB _HA_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_PROB_DIZ_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_PROB_MEM_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_PROB_BAL_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_PROB_EAR_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_PROB_IRT_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_PROB_SLP_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_PROB_NN_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_PROB_OT_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_PROB_OTSP_DCS;text;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Open text
CLSA DiseaseSymptoms;TBI_PROB_DK_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;TBI_PROB_RF_DCS;boolean;false;Injury, poisoning and certain other consequences of external causes | General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;CCC_UTHYR_DCS;text;false;Endocrine, nutritional and metabolic diseases;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;HYP_UTHYRAGE_DCS;text;false;Endocrine, nutritional and metabolic diseases;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Categorical nominal
CLSA DiseaseSymptoms;HYP_UTHYRAGE_NB_DCS;integer;false;Endocrine, nutritional and metabolic diseases;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;HYP_UTHYRAGE_YR_DCS;integer;false;Endocrine, nutritional and metabolic diseases;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;HYP_UTHYRMED_DCS;text;false;Endocrine, nutritional and metabolic diseases;;Medication Intake;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;HYP_UTHYREVRMED_DCS;text;false;Endocrine, nutritional and metabolic diseases;;Medication Intake;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;CCC_OTHYR_DCS;text;false;Endocrine, nutritional and metabolic diseases;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;HYP_OTHYRAGE_DCS;text;false;Endocrine, nutritional and metabolic diseases;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Categorical nominal
CLSA DiseaseSymptoms;HYP_OTHYRAGE_NB_DCS;integer;false;Endocrine, nutritional and metabolic diseases;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;HYP_OTHYRAGE_YR_DCS;integer;false;Endocrine, nutritional and metabolic diseases;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;HYP_OTHYRMED_DCS;text;false;Endocrine, nutritional and metabolic diseases;;Medication Intake;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;HYP_OTHYREVRMD_DCS;text;false;Endocrine, nutritional and metabolic diseases;;Medication Intake;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;CCC_HBP_DCS;text;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;HBP_AGE_DCS;text;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Categorical nominal
CLSA DiseaseSymptoms;HBP_AGE_NB_DCS;integer;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;HBP_AGE_YR_DCS;integer;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;HBP_PRG_DCS;text;false;Diseases of the circulatory system;Diagnostic Interventions;;Pregnancy;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;HBP_OTPRG_DCS;text;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;HBP_MED_DCS;text;false;Diseases of the circulatory system;;Medication Intake;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;HBP_EVRMED_DCS;text;false;Diseases of the circulatory system;;Medication Intake;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;HBP_TRT_DCS;text;false;Diseases of the circulatory system;Therapeutic interventions on the cardiovascular system;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;HBP_EVTRT_DCS;text;false;Diseases of the circulatory system;Therapeutic interventions on the cardiovascular system;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;CCC_ANGI_DCS;text;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;IHD_ANGIAGE_DCS;text;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Categorical nominal
CLSA DiseaseSymptoms;IHD_ANGIAGE_NB_DCS;integer;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;IHD_ANGIAGE_YR_DCS;integer;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;CCC_AMI_DCS;text;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;IHD_AMIAGE_DCS;text;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Categorical nominal
CLSA DiseaseSymptoms;IHD_AMIAGE_NB_DCS;integer;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;IHD_AMIAGE_YR_DCS;integer;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;IHD_CAB_DCS;text;false;Diseases of the circulatory system;Therapeutic interventions on the cardiovascular system;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;IHD_ANGIO_DCS;text;false;Diseases of the circulatory system;Diagnostic imaging interventions on the cardiovascular system;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;IHD_BLOCK_DCS;text;false;Diseases of the circulatory system;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;IHD_EVRMED_DCS;text;false;Diseases of the circulatory system;;Medication Intake;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;IHD_MED_SP_DCS;text;false;Diseases of the circulatory system;;Medication Intake;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Open text
CLSA DiseaseSymptoms;ROS_PAIN_DCS;text;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_HILL_DCS;text;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_LEVEL_DCS;text;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_BLOCK_DCS;text;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_BLOCK_NB_DCS;integer;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Quantity/Frequency;Continuous
CLSA DiseaseSymptoms;ROS_DOWLK_DCS;text;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_STILL_DCS;text;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_SOON_DCS;text;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_LOC_DCS;text;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_LOC_01_DCS;boolean;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_LOC_02_DCS;boolean;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_LOC_03_DCS;boolean;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_LOC_04_DCS;boolean;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_LOC_05_DCS;boolean;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_LOC_06_DCS;boolean;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_LOC_07_DCS;boolean;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_LOC_08_DCS;boolean;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_LOC_DK_DCS;boolean;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_LOC_RF_DCS;boolean;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;ROS_SEVPAIN_DCS;text;false;Symptoms and signs involving the circulatory and respiratory systems;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;CCC_OAHAND_DCS;text;false;Diseases of the musculoskeletal system and connective tissue;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;OSA_AGE_DCS;text;false;Diseases of the musculoskeletal system and connective tissue;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Categorical nominal
CLSA DiseaseSymptoms;OSA_AGE_NB_DCS;integer;false;Diseases of the musculoskeletal system and connective tissue;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;OSA_AGE_YR_DCS;integer;false;Diseases of the musculoskeletal system and connective tissue;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;OSA_LGJNT_DCS;text;false;Diseases of the musculoskeletal system and connective tissue;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;OSA_NBFNG_DCS;text;false;Diseases of the musculoskeletal system and connective tissue;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Quantity/Frequency;Categorical ordinal
CLSA DiseaseSymptoms;OSA_PAINJNT_DCS;text;false;Diseases of the musculoskeletal system and connective tissue;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;OSA_LGTMB_DCS;text;false;Diseases of the musculoskeletal system and connective tissue;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;OSA_PAINTMB_DCS;text;false;Diseases of the musculoskeletal system and connective tissue;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;CCC_OAHIP_DCS;text;false;Diseases of the musculoskeletal system and connective tissue;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;OSH_AGE_DCS;text;false;Diseases of the musculoskeletal system and connective tissue;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Categorical nominal
CLSA DiseaseSymptoms;OSH_AGE_NB_DCS;integer;false;Diseases of the musculoskeletal system and connective tissue;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;OSH_AGE_YR_DCS;integer;false;Diseases of the musculoskeletal system and connective tissue;Diagnostic Interventions;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Date/Time/Onset/Duration;Continuous
CLSA DiseaseSymptoms;OSH_HIPRPL_DCS;text;false;Diseases of the musculoskeletal system and connective tissue;Therapeutic interventions on the musculoskelatal system;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;OSH_FRAC_DCS;text;false;Injury, poisoning and certain other consequences of external causes;Therapeutic interventions on the musculoskelatal system;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Through all life;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;OSH_PAIN_DCS;text;false;General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
CLSA DiseaseSymptoms;OSH_PAINSL_DCS;text;false;General symptoms and signs;;;;;;;;;;;;;;Questionnaire;Health Outcomes and Risk Factors Measures;Participant;Currently;Occurrence/Status/Named category;Categorical nominal
